car_name,year,selling_price,mileage_km,fuel_type,seller_type,transmission,owner,fuel_efficiency,engine_cc,max_power,torque,seats,fuel_efficiency_num,engine_cc_num,max_power_num,torque_num,brand,car_age,owner_numeric,power_per_cc,log_selling_price,price_category
Hyundai Getz GLX,2005,95000,120000,Petrol,Individual,Manual,Fourth & Above Owner,15.3 kmpl,1341 CC,83 bhp,115Nm@ 3200rpm,5.0,15.3,1341.0,83.0,115.0,hyundai,19,3,0.061894108873974646,11.461642696843066,Budget
Maruti SX4 ZXI MT BSIV,2013,295000,60000,Petrol,Individual,Manual,Third Owner,16.51 kmpl,1586 CC,103.2 bhp,145Nm@ 4100rpm,5.0,16.51,1586.0,103.2,145.0,maruti,11,2,0.06506935687263557,12.59473402514672,Budget
Mahindra Bolero Power Plus SLE,2018,630000,40000,Diesel,Individual,Manual,First Owner,16.5 kmpl,1493 CC,70 bhp,195Nm@ 1400-2200rpm,7.0,16.5,1493.0,70.0,195.0,mahindra,6,0,0.04688546550569324,13.353476685668044,Mid-range
Hyundai i10 Sportz 1.1L,2016,425000,50000,Petrol,Individual,Manual,First Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0,19.81,1086.0,68.05,99.04,hyundai,8,0,0.06266114180478821,12.959846800844963,Budget
Chevrolet Beat LT,2010,140000,75000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1199 CC,79.4 bhp,108Nm@ 4400rpm,5.0,18.6,1199.0,79.4,108.0,chevrolet,14,0,0.06622185154295246,11.849404844423074,Budget
Maruti Swift VXI BSIV,2015,475000,51000,Petrol,Dealer,Manual,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,22.0,1197.0,81.8,113.0,maruti,9,0,0.0683375104427736,13.07107218827772,Budget
Mahindra Bolero 2011-2019 DI 4WD NON AC,2012,320000,80000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,8.0,13.6,2523.0,63.0,180.0,mahindra,12,1,0.02497027348394768,12.676079399771027,Budget
Chevrolet Beat Diesel LT,2012,150000,70000,Diesel,Individual,Manual,Second Owner,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5.0,25.44,936.0,57.6,150.0,chevrolet,12,1,0.06153846153846154,11.918397239722838,Budget
Maruti Baleno Delta 1.2,2017,550000,46000,Petrol,Individual,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5.0,21.4,1197.0,83.1,115.0,maruti,7,0,0.06942355889724311,13.217675375388819,Mid-range
Honda City i DTEC S,2014,550000,110000,Diesel,Individual,Manual,Second Owner,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,26.0,1498.0,98.6,200.0,honda,10,1,0.06582109479305741,13.217675375388819,Mid-range
Tata New Safari DICOR 2.2 VX 4x2 BS IV,2012,300000,80000,Diesel,Individual,Manual,Second Owner,13.93 kmpl,2179 CC,138.1 bhp,320Nm@ 1700-2700rpm,7.0,13.93,2179.0,138.1,320.0,tata,12,1,0.06337769619091325,12.611541086966115,Budget
Jaguar XF 2.2 Litre Luxury,2015,3000000,70000,Diesel,Individual,Automatic,Second Owner,16.36 kmpl,2179 CC,187.7 bhp,450Nm@ 2000rpm,5.0,16.36,2179.0,187.7,450.0,jaguar,9,1,0.08614043139054611,14.914123179965662,Premium
Hyundai i20 2015-2017 Magna 1.2,2016,520000,29000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0,18.6,1197.0,81.83,114.7,hyundai,8,0,0.06836257309941521,13.161586013632684,Mid-range
Maruti Swift VXI,2011,280000,20000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0,18.6,1197.0,85.8,114.0,maruti,13,1,0.07167919799498747,12.54254845357358,Budget
Maruti Alto 800 LXI,2015,241000,15000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,22.74,796.0,47.3,69.0,maruti,9,0,0.059422110552763814,12.392556361841777,Budget
Mahindra Bolero Power Plus SLX,2017,690000,60000,Diesel,Individual,Manual,First Owner,16.5 kmpl,1493 CC,70 bhp,195Nm@ 1400-2200rpm,7.0,16.5,1493.0,70.0,195.0,mahindra,7,0,0.04688546550569324,13.444448325847754,Mid-range
Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,819999,110000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,8.0,12.99,2494.0,100.6,200.0,toyota,11,0,0.04033680834001604,13.617059619240436,Mid-range
Maruti Wagon R VXI BSIII,2012,260000,31000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,18.9,998.0,67.1,90.0,maruti,12,0,0.06723446893787574,12.468440756144114,Budget
Maruti Alto LXi,2010,160000,48000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,19.7,796.0,46.3,62.0,maruti,14,1,0.05816582914572864,11.982935344196433,Budget
Maruti Celerio VXI,2015,350000,25000,Petrol,Individual,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,23.1,998.0,67.04,90.0,maruti,9,0,0.06717434869739479,12.765691290604371,Budget
Hyundai Elite i20 Petrol Asta,2014,470000,30528,Petrol,Dealer,Manual,First Owner,18.6 kmpl,1197 CC,81.86 bhp,114.73nm@ 4000rpm,5.0,18.6,1197.0,81.86,114.73,hyundai,10,0,0.0683876357560568,13.060490101343552,Budget
Toyota Etios Liva GD,2014,415000,146000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 CC,67.06 bhp,170Nm@ 1800-2400rpm,5.0,23.59,1364.0,67.06,170.0,toyota,10,0,0.04916422287390029,12.936036208848487,Budget
Maruti Alto LXi,2006,85000,150000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,19.7,796.0,46.3,62.0,maruti,18,1,0.05816582914572864,11.350418300109132,Budget
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2017,800000,70000,Diesel,Individual,Manual,Second Owner,23.65 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,23.65,1248.0,88.5,200.0,maruti,7,1,0.07091346153846154,13.592368256649284,Mid-range
Maruti SX4 Zxi BSIII,2010,300000,50000,Petrol,Individual,Manual,First Owner,15.0 kmpl,1586 CC,104.68 bhp,"145@ 4,100(kgm@ rpm)",5.0,15.0,1586.0,104.68,145.0,maruti,14,0,0.06600252206809584,12.611541086966115,Budget
Hyundai Verna 1.6 SX,2012,465000,146000,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0,22.32,1582.0,126.32,259.8,hyundai,12,1,0.07984829329962073,13.049794835104816,Budget
Ford Figo Diesel EXI,2011,160000,112000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0,20.0,1399.0,68.0,160.0,ford,13,1,0.04860614724803431,11.982935344196433,Budget
Renault Duster 110PS Diesel RxL AMT,2017,850000,50000,Diesel,Individual,Automatic,First Owner,19.6 kmpl,1461 CC,108.45 bhp,245Nm@ 1750rpm,5.0,19.6,1461.0,108.45,245.0,renault,7,0,0.0742299794661191,13.652992804936396,Mid-range
Chevrolet Cruze LTZ,2010,270000,120000,Diesel,Individual,Manual,Third Owner,18.3 kmpl,1991 CC,147.9 bhp,327Nm@ 2600rpm,5.0,18.3,1991.0,147.9,327.0,chevrolet,14,2,0.07428427925665496,12.506180941677357,Budget
Maruti Alto 800 LXI,2017,310000,20000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,24.7,796.0,47.3,69.0,maruti,7,0,0.059422110552763814,12.644330802262578,Budget
Maruti Ignis 1.2 AMT Alpha BSIV,2017,490000,57247,Petrol,Dealer,Automatic,First Owner,20.89 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,20.89,1197.0,81.8,113.0,maruti,7,0,0.0683375104427736,13.102162710901053,Budget
Maruti Alto 800 LXI,2013,185000,85000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,22.74,796.0,47.3,69.0,maruti,11,0,0.059422110552763814,12.128116509451258,Budget
Maruti Swift LXI,2019,509999,10000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,21.21,1197.0,81.8,113.0,maruti,5,0,0.0683375104427736,13.142166004700508,Mid-range
Maruti Baleno Alpha Automatic,2018,830000,5000,Petrol,Individual,Automatic,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5.0,21.4,1197.0,83.1,115.0,maruti,6,0,0.06942355889724311,13.629182184591333,Mid-range
Maruti Swift VDI,2019,690000,20000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,28.4,1248.0,74.0,190.0,maruti,5,0,0.05929487179487179,13.444448325847754,Mid-range
Maruti Baleno Delta,2017,620000,37000,Petrol,Dealer,Manual,First Owner,21.01 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,21.01,1197.0,81.8,113.0,maruti,7,0,0.0683375104427736,13.3374763699232,Mid-range
Maruti Wagon R LXI LPG BSIV,2010,275000,50000,LPG,Individual,Manual,First Owner,26.2 km/kg,998 CC,58.2 bhp,77Nm@ 3500rpm,5.0,26.2,998.0,58.2,77.0,maruti,14,0,0.058316633266533066,12.524530013005734,Budget
Hyundai i20 Sportz 1.2,2013,315000,49000,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 CC,82.85 bhp,113.7Nm@ 4000rpm,5.0,18.5,1197.0,82.85,113.7,hyundai,11,1,0.06921470342522974,12.660331092405906,Budget
Renault KWID 1.0 RXT 02 Anniversary Edition,2017,350000,30000,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0,23.01,999.0,67.0,91.0,renault,7,0,0.06706706706706707,12.765691290604371,Budget
Tata Indica Vista Aqua 1.4 TDI,2009,152000,48000,Diesel,Individual,Manual,Second Owner,17.0 kmpl,1405 CC,71 bhp,135 Nm at 2500  rpm ,5.0,17.0,1405.0,71.0,135.0,tata,15,1,0.050533807829181494,11.931642378754141,Budget
Renault KWID RXL,2015,200000,50000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0,25.17,799.0,53.3,72.0,renault,9,0,0.06670838548185232,12.206077645517674,Budget
Toyota Yaris V CVT BSIV,2018,1100000,25000,Petrol,Individual,Automatic,First Owner,17.8 kmpl,1496 CC,105.5 bhp,140Nm@ 4200rpm,5.0,17.8,1496.0,105.5,140.0,toyota,6,0,0.07052139037433156,13.910821646859095,Premium
Datsun RediGO S,2017,235000,25000,Petrol,Individual,Manual,First Owner,22.7 kmpl,799 CC,53.64 bhp,72Nm@ 4386rpm,5.0,22.7,799.0,53.64,72.0,datsun,7,0,0.06713391739674593,12.367345048436391,Budget
Chevrolet Beat Diesel LT,2012,200000,70000,Diesel,Individual,Manual,Second Owner,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5.0,25.44,936.0,57.6,150.0,chevrolet,12,1,0.06153846153846154,12.206077645517674,Budget
Ford Endeavour 4x2 XLT Limited Edition,2009,480000,70000,Diesel,Individual,Manual,Third Owner,10.9 kmpl,2499 CC,143 bhp,"33.7@ 1,800(kgm@ rpm)",7.0,10.9,2499.0,143.0,33.7,ford,15,2,0.05722288915566227,13.081543466215237,Budget
Maruti Alto 800 LXI,2016,250000,20000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,22.74,796.0,47.3,69.0,maruti,8,0,0.059422110552763814,12.429220196836383,Budget
Renault Duster 110PS Diesel RxL,2012,500000,110000,Diesel,Individual,Manual,Second Owner,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5.0,19.01,1461.0,108.45,248.0,renault,12,1,0.0742299794661191,13.122365377402328,Budget
Honda WR-V i-DTEC S,2017,800000,70000,Diesel,Individual,Manual,First Owner,25.5 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,25.5,1498.0,98.6,200.0,honda,7,0,0.06582109479305741,13.592368256649284,Mid-range
Hyundai i10 Sportz AT,2010,196000,110000,Petrol,Individual,Automatic,Third Owner,16.95 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5.0,16.95,1197.0,78.9,111.8,hyundai,14,2,0.06591478696741855,12.185875040240456,Budget
Hyundai Xcent 1.2 Kappa S,2014,355000,121000,Petrol,Dealer,Manual,First Owner,19.1 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0,19.1,1197.0,82.0,114.0,hyundai,10,0,0.06850459482038429,12.779875885354993,Budget
Hyundai i20 1.4 Asta Option,2018,825000,71500,Diesel,Dealer,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0,22.54,1396.0,88.73,219.7,hyundai,6,0,0.06356017191977077,13.623139877437296,Mid-range
Maruti Swift Dzire ZDI,2017,750000,110000,Diesel,Individual,Manual,Second Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,28.4,1248.0,74.02,190.0,maruti,7,1,0.05931089743589743,13.527829818844937,Mid-range
Fiat Punto 1.2 Active,2009,100000,100000,Petrol,Individual,Manual,Second Owner,15.7 kmpl,1172 CC,67 bhp,96Nm@ 2500rpm,5.0,15.7,1172.0,67.0,96.0,fiat,15,1,0.05716723549488054,11.51293546492023,Budget
Tata Nexon 1.2 Revotron XZ Plus,2018,850000,50000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1198 CC,108.5 bhp,170Nm@ 1750-4000rpm,5.0,17.0,1198.0,108.5,170.0,tata,6,0,0.09056761268781302,13.652992804936396,Mid-range
Hyundai i10 Sportz 1.1L,2015,360000,20000,Petrol,Individual,Manual,First Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0,19.81,1086.0,68.05,99.04,hyundai,9,0,0.06266114180478821,12.793862088206213,Budget
Maruti Swift Dzire VXI,2014,470000,60000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0,19.1,1197.0,85.8,114.0,maruti,10,0,0.07167919799498747,13.060490101343552,Budget
Datsun GO T Option BSIV,2015,350000,50000,Petrol,Individual,Manual,First Owner,20.63 kmpl,1198 CC,67 bhp,104Nm@ 4000rpm,5.0,20.63,1198.0,67.0,104.0,datsun,9,0,0.055926544240400666,12.765691290604371,Budget
Mahindra Scorpio SLX 4WD,2008,375000,136500,Diesel,Individual,Manual,Fourth & Above Owner,12.7 kmpl,2609 CC,120 bhp,290Nm@ 1800-2800rpm,8.0,12.7,2609.0,120.0,290.0,mahindra,16,3,0.04599463395937141,12.834683971615659,Budget
Tata Manza Aura Quadrajet,2010,202999,158000,Diesel,Individual,Manual,First Owner,18.8 kmpl,1248 CC,90 bhp,200Nm@ 1750-3000rpm,5.0,18.8,1248.0,90.0,200.0,tata,14,0,0.07211538461538461,12.220961258023925,Budget
Maruti Wagon R AX,2006,75000,60000,Petrol,Individual,Automatic,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,18.9,998.0,67.1,90.0,maruti,18,0,0.06723446893787574,11.225256725762893,Budget
Hyundai i20 1.4 CRDi Asta,2011,320000,155000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0,23.0,1396.0,90.0,22.4,hyundai,13,0,0.06446991404011461,12.676079399771027,Budget
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,2017,500000,20000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0,18.9,1197.0,81.86,113.75,hyundai,7,0,0.0683876357560568,13.122365377402328,Budget
Mahindra Bolero SLX 2WD,2011,445000,90000,Diesel,Individual,Manual,First Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0,13.6,2523.0,63.0,180.0,mahindra,13,0,0.02497027348394768,13.005831808336863,Budget
Maruti Swift VDI Optional,2016,600000,47000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,25.2,1248.0,74.0,190.0,maruti,8,0,0.05929487179487179,13.304686600863562,Mid-range
Hyundai EON Era Plus,2015,250000,80000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,21.1,814.0,55.2,74.5,hyundai,9,0,0.06781326781326781,12.429220196836383,Budget
Maruti Swift Dzire VDI,2016,650000,50000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,26.59,1248.0,74.0,190.0,maruti,8,0,0.05929487179487179,13.384729180332174,Mid-range
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,720000,40000,Diesel,Individual,Manual,Second Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,24.3,1248.0,88.5,200.0,maruti,8,1,0.07091346153846154,13.487007879880162,Mid-range
Ford Fiesta EXi 1.4 TDCi Ltd,2010,180000,187000,Diesel,Dealer,Manual,Second Owner,17.8 kmpl,1399 CC,68 bhp,"16.3@ 2,000(kgm@ rpm)",5.0,17.8,1399.0,68.0,16.3,ford,14,1,0.04860614724803431,12.100717685412471,Budget
Maruti Wagon R VXI,2016,400000,74381,Petrol,Dealer,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0,21.79,998.0,67.05,90.0,maruti,8,0,0.06718436873747495,12.899222326086994,Budget
Maruti Celerio VXI,2015,330000,70000,Petrol,Individual,Manual,Third Owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,23.1,998.0,67.04,90.0,maruti,9,2,0.06717434869739479,12.706850963741102,Budget
Tata Indigo CS LX (TDI) BS III,2009,150000,30000,Diesel,Individual,Manual,First Owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5.0,19.09,1396.0,69.0,135.0,tata,15,0,0.0494269340974212,11.918397239722838,Budget
Toyota Innova 2.5 GX 8 STR,2012,850000,120000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8.0,12.8,2494.0,102.0,20.4,toyota,12,1,0.0408981555733761,13.652992804936396,Mid-range
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,833000,35000,Diesel,Individual,Automatic,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,24.3,1248.0,88.5,200.0,maruti,6,0,0.07091346153846154,13.632790121628451,Mid-range
Maruti Zen Estilo 1.1 VXI BSIII,2008,120000,40000,Petrol,Individual,Manual,First Owner,18.2 kmpl,1061 CC,64 bhp,84Nm@ 3500rpm,5.0,18.2,1061.0,64.0,84.0,maruti,16,0,0.060320452403393024,11.695255355062795,Budget
Hyundai i20 Asta 1.2,2013,370000,120000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,82.85 bhp,113.7Nm@ 4000rpm,5.0,18.5,1197.0,82.85,113.7,hyundai,11,0,0.06921470342522974,12.821260987319457,Budget
Ford Fiesta Classic 1.4 Duratorq CLXI,2012,270000,108000,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1399 CC,67 bhp,160Nm@ 2000rpm,5.0,17.8,1399.0,67.0,160.0,ford,12,1,0.04789135096497498,12.506180941677357,Budget
Maruti Alto K10 2010-2014 VXI,2011,235000,60000,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,20.92,998.0,67.1,90.0,maruti,13,0,0.06723446893787574,12.367345048436391,Budget
Maruti Vitara Brezza VDi AMT,2019,860000,6500,Diesel,Individual,Automatic,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,24.3,1248.0,88.5,200.0,maruti,5,0,0.07091346153846154,13.664688831019712,Mid-range
Hyundai i20 1.2 Magna Executive,2014,415000,72000,Petrol,Dealer,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0,18.6,1197.0,81.83,114.7,hyundai,10,0,0.06836257309941521,12.936036208848487,Budget
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,2011,1350000,81500,Diesel,Individual,Automatic,Second Owner,14.84 kmpl,2143 CC,167.62 bhp,400Nm@ 1400-2800rpm,5.0,14.84,2143.0,167.62,400.0,mercedes-benz,13,1,0.07821745216985534,14.115615891155079,Premium
Maruti Alto LXi BSIII,2006,120000,70000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,19.7,796.0,46.3,62.0,maruti,18,2,0.05816582914572864,11.695255355062795,Budget
Maruti Vitara Brezza VDi Option,2018,770000,50000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,24.3,1248.0,88.5,200.0,maruti,6,0,0.07091346153846154,13.554147092530322,Mid-range
Mahindra Bolero 2011-2019 DI - AC BS III,2016,560000,72000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9.0,15.96,2523.0,63.0,180.0,mahindra,8,0,0.02497027348394768,13.235693848424024,Mid-range
Ford Figo Diesel EXI,2011,225000,70000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0,20.0,1399.0,68.0,160.0,ford,13,0,0.04860614724803431,12.323860125621126,Budget
Nissan Terrano XV D Premium AMT,2017,850000,55000,Diesel,Individual,Automatic,First Owner,19.61 kmpl,1461 CC,108.5 bhp,248Nm@ 2250rpm,5.0,19.61,1461.0,108.5,248.0,nissan,7,0,0.07426420260095824,13.652992804936396,Mid-range
Chevrolet Beat Diesel LT,2011,221000,56000,Diesel,Dealer,Manual,Second Owner,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5.0,25.44,936.0,57.6,150.0,chevrolet,13,1,0.06153846153846154,12.30592250537653,Budget
Maruti 800 EX BSII,2003,55599,36088,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0,16.1,796.0,37.0,59.0,maruti,21,0,0.04648241206030151,10.925938480238674,Budget
Maruti Swift VDI BSIV,2015,573000,100000,Diesel,Individual,Manual,Second Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,25.2,1248.0,74.0,190.0,maruti,9,1,0.05929487179487179,13.258642740896052,Mid-range
Maruti Wagon R VXI BSIII,2012,221000,70000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,18.9,998.0,67.1,90.0,maruti,12,0,0.06723446893787574,12.30592250537653,Budget
Chevrolet Beat LT,2012,145000,120000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1199 CC,79.4 bhp,108Nm@ 4400rpm,5.0,18.6,1199.0,79.4,108.0,chevrolet,12,0,0.06622185154295246,11.884495917930655,Budget
Maruti Alto K10 VXI,2014,240000,80000,Petrol,Individual,Manual,Second Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0,23.95,998.0,67.05,90.0,maruti,10,1,0.06718436873747495,12.388398368982115,Budget
Maruti Alto K10 VXI,2017,350000,40000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0,23.95,998.0,67.05,90.0,maruti,7,0,0.06718436873747495,12.765691290604371,Budget
Tata Aria Pure LX 4x2,2014,525000,78000,Diesel,Dealer,Manual,Second Owner,15.05 kmpl,2179 CC,147.9 bhp,320Nm@ 1500-3000rpm,7.0,15.05,2179.0,147.9,320.0,tata,10,1,0.06787517209729234,13.171155446333852,Mid-range
Maruti Swift VDI,2014,501000,68000,Diesel,Dealer,Manual,First Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,22.9,1248.0,74.0,190.0,maruti,10,0,0.05929487179487179,13.124363376072994,Mid-range
Tata Indica Vista TDI LS,2013,210000,135000,Diesel,Dealer,Manual,Second Owner,19.4 kmpl,1405 CC,70 bhp,135.4Nm@ 2500rpm,5.0,19.4,1405.0,70.0,135.4,tata,11,1,0.0498220640569395,12.25486757159303,Budget
Honda Brio 1.2 VX MT,2017,450000,6750,Petrol,Individual,Manual,First Owner,18.5 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5.0,18.5,1198.0,86.8,109.0,honda,7,0,0.07245409015025041,13.017005083966255,Budget
Tata Indigo LX,2008,120000,100000,Diesel,Individual,Manual,Second Owner,17.0 kmpl,1405 CC,70 bhp,"13.5@ 2,500(kgm@ rpm)",5.0,17.0,1405.0,70.0,13.5,tata,16,1,0.0498220640569395,11.695255355062795,Budget
Toyota Fortuner 2.5 4x2 MT TRD Sportivo,2015,2000000,120000,Diesel,Individual,Manual,First Owner,13.0 kmpl,2494 CC,142 bhp,343Nm@ 1600-2800rpm,7.0,13.0,2494.0,142.0,343.0,toyota,9,0,0.05693664795509222,14.508658238524095,Premium
Nissan Micra XV CVT,2015,325000,50000,Petrol,Individual,Automatic,First Owner,19.34 kmpl,1198 CC,76 bhp,104Nm@ 4400rpm,5.0,19.34,1198.0,76.0,104.0,nissan,9,0,0.06343906510851419,12.691583538230217,Budget
Renault KWID Climber 1.0 AMT,2017,450000,40000,Petrol,Individual,Automatic,First Owner,24.04 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0,24.04,999.0,67.0,91.0,renault,7,0,0.06706706706706707,13.017005083966255,Budget
Maruti Swift Dzire VDI,2016,675000,120000,Diesel,Individual,Manual,Second Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,26.59,1248.0,74.0,190.0,maruti,8,1,0.05929487179487179,13.42246945133505,Mid-range
Maruti Alto LX,2005,85000,150000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,19.7,796.0,46.3,62.0,maruti,19,1,0.05816582914572864,11.350418300109132,Budget
Maruti Swift Dzire ZXI Plus,2018,795000,41779,Petrol,Dealer,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,21.21,1197.0,81.8,113.0,maruti,6,0,0.0683375104427736,13.586098651497313,Mid-range
Maruti Swift Dzire ZDi,2011,265000,90000,Diesel,Individual,Manual,Fourth & Above Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0,19.3,1248.0,73.9,190.0,maruti,13,3,0.059214743589743594,12.487488878546145,Budget
Renault Duster 85PS Diesel RxE,2014,520000,120000,Diesel,Individual,Manual,First Owner,20.45 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,5.0,20.45,1461.0,83.8,200.0,renault,10,0,0.05735797399041752,13.161586013632684,Mid-range
